ministry,ministry_number,ministry_party,ministry_title,uniqueID,ministry_name,ministry_from,ministry_to,ministry_assistant_minister_or_parliamentary_secretary,ministry_comment
Holt,35,LIB-CP Coalition,Minister for Repatriation,McKellar1903,"McKellar, Senator GC",1966-12-14,1967-12-19,,
Holt,35,LIB-CP Coalition,Minister for Social Services,Sinclair1929,"Sinclair, IMcC (CP)",1966-12-14,1967-12-19,,
Holt,35,LIB-CP Coalition,Minister for Housing,Rankin1908,"Rankin, Senator AJM",1966-12-14,1967-12-19,,
Holt,35,LIB-CP Coalition,Minister for the Army,Fraser1889,"Fraser, JM",1966-12-14,1967-12-19,,
Holt,35,LIB-CP Coalition,Attorney-General,Bowen1911,"Bowen, NH",1966-12-14,1967-12-19,,
Holt,35,LIB-CP Coalition,Minister for the Navy,Chipp1925,"Chipp, DL",1966-12-14,1967-12-19,,
Holt,35,LIB-CP Coalition,Minister assisting the Minister for Trade and Industry,Sinclair1929,"Sinclair, IMcC (CP)",1966-12-14,1967-12-19,1,
Holt,35,LIB-CP Coalition,Minister in charge of Tourist Activities under the Minister for Trade and Industry,Chipp1925,"Chipp, DL",1966-12-14,1967-12-19,1,
Holt,35,LIB-CP Coalition,Minister assisting the Treasurer,Howson1919,"Howson, P",1966-12-14,1967-12-19,1,
McEwen,36,LIB-CP Coalition,Prime Minister,McEwen1900,"McEwen, J (CP)",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Trade and Industry,McEwen1900,"McEwen, J (CP)",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Treasurer,McMahon1908,"McMahon, W",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for External Affairs,Hasluck1905,"Hasluck, PMC",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Defence,Fairhall1909,"Fairhall, A",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Primary Industry,Anthony1929,"Anthony, JD (CP)",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Education and Science,Gorton1911,"Gorton, Senator JG",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Postmaster-General,Hulme1907,"Hulme, AS",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Vice-President of Executive Council,Hulme1907,"Hulme, AS",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for National Development,Fairbairn1917,"Fairbairn, DE",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Supply,Henty1903,"Henty, Senator NHD",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Labour and National Service,Bury1913,"Bury, LHE",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Social Services,Sinclair1929,"Sinclair, IMcC (CP)",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Shipping and Transport,Freeth1914,"Freeth, G",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Territories,Barnes1901,"Barnes, CE (CP)",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Civil Aviation,Swartz1911,"Swartz, RWC",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Immigration,Snedden1926,"Snedden, BM",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Health,Forbes1923,"Forbes, AJ",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Air,Howson1919,"Howson, P",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Customs and Excise,Anderson1909,"Anderson, Senator McC",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Repatriation,McKellar1903,"McKellar, Senator GC (CP)",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Housing,Rankin1908,"Rankin, Senator AJM",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for the Army,Fraser1889,"Fraser, JM",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for Works,Kelly1912,"Kelly, CR",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Attorney-General,Bowen1911,"Bowen, NH",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for the Navy,Chipp1925,"Chipp, DL",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister for the Interior,Nixon1928,"Nixon, PJ (CP)",1967-12-19,1968-01-10,,
McEwen,36,LIB-CP Coalition,Minister assisting the Minister for Trade and Industry,Sinclair1929,"Sinclair, IMcC (CP)",1967-12-19,1968-01-10,1,
McEwen,36,LIB-CP Coalition,Minister in charge of Tourist Activities under the Minister for Trade and Industry,Chipp1925,"Chipp, DL",1967-12-19,1968-01-10,1,
McEwen,36,LIB-CP Coalition,Minister assisting the Treasurer,Howson1919,"Howson, P",1967-12-19,1968-01-10,1,
Gorton,37,LIB-CP Coalition,Prime Minister,Gorton1911,"Gorton, Senator JG",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Education and Science,Gorton1911,"Gorton, Senator JG",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Deputy Prime Minister,McEwen1900,"McEwen, J (CP)",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Trade and Industry,McEwen1900,"McEwen, J (CP)",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Treasurer,McMahon1908,"McMahon, W",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for External Affairs,Hasluck1905,"Hasluck, PMC",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Defence,Fairhall1909,"Fairhall, A",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Primary Industry,Anthony1929,"Anthony, JD (CP)",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Postmaster-General,Hulme1907,"Hulme, AS",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Vice-President of Executive Council,Hulme1907,"Hulme, AS",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for National Development,Fairbairn1917,"Fairbairn, DE",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Supply,Henty1903,"Henty, Senator NHD",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Labour and National Service,Bury1913,"Bury, LHE",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Social Services,Sinclair1929,"Sinclair, IMcC (CP)",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Shipping and Transport,Freeth1914,"Freeth, G",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Territories,Barnes1901,"Barnes, CE (CP)",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Civil Aviation,Swartz1911,"Swartz, RWC",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Immigration,Snedden1926,"Snedden, BM",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Health,Forbes1923,"Forbes, AJ",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Air,Howson1919,"Howson, P",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Customs and Excise,Anderson1909,"Anderson, Senator KMcC",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Repatriation,McKellar1903,"McKellar, Senator GC (CP)",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Housing,Rankin1908,"Rankin, Senator AJM",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for the Army,Fraser1889,"Fraser, JM",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for Works,Kelly1912,"Kelly, CR",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Attorney-General,Bowen1911,"Bowen, NH",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for the Navy,Chipp1925,"Chipp, DL",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister for the Interior,Nixon1928,"Nixon, PJ (CP)",1968-01-10,1968-02-28,,
Gorton,37,LIB-CP Coalition,Minister assisting the Minister for Trade and Industry,Sinclair1929,"Sinclair, IMcC (CP)",1968-01-10,1968-02-28,1,
Gorton,37,LIB-CP Coalition,Minister in charge of Tourist Activities under the Minister for Trade and Industry,Chipp1925,"Chipp, DL",1968-01-10,1968-02-28,1,
Gorton,37,LIB-CP Coalition,Minister assisting the Treasurer,Howson1919,"Howson, P",1968-01-10,1968-02-28,1,
Gorton,38,LIB-CP Coalition,Prime Minister,Gorton1911,"Gorton, JG",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Deputy Prime Minister,McEwen1900,"McEwen, J (CP)",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Trade and Industry,McEwen1900,"McEwen, J (CP)",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Treasurer,McMahon1908,"McMahon, W",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for External Affairs,Hasluck1905,"Hasluck, PMC",1968-02-28,1969-02-11,,
Gorton,38,LIB-CP Coalition,Minister for External Affairs,Freeth1914,"Freeth, G",1969-02-11,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Defence,Fairhall1909,"Fairhall, A",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Primary Industry,Anthony1929,"Anthony, JD (CP)",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Postmaster-General,Hulme1907,"Hulme, AS",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Vice-President of Executive Council,Hulme1907,"Hulme, AS",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for National Development,Fairbairn1917,"Fairbairn, DE",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Labour and National Service,Bury1913,"Bury, LHE",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Shipping and Transport,Sinclair1929,"Sinclair, IMcC (CP)",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Supply,Anderson1909,"Anderson, Senator KMcC",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Education and Science,Fraser1889,"Fraser, JM",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Air,Freeth1914,"Freeth, G",1968-02-28,1969-02-13,,
Gorton,38,LIB-CP Coalition,Minister for Air,Erwin1917,"Erwin, GD",1969-02-13,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for External Territories,Barnes1901,"Barnes, CE (CP)",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Civil Aviation,Swartz1911,"Swartz, RWC",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Immigration,Snedden1926,"Snedden, BM",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Health,Forbes1923,"Forbes, AJ",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Repatriation,McKellar1903,"McKellar, Senator GC (CP)",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Housing,Rankin1908,"Rankin, Senator AJM",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Attorney-General,Bowen1911,"Bowen, NH",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for the Navy,Kelly1912,"Kelly, CR",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for the Interior,Nixon1928,"Nixon, PJ (CP)",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for the Army,Lynch1933,"Lynch, PR",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Customs and Excise,Scott1910,"Scott, Senator MF",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Social Services,Wentworth1907,"Wentworth, WC",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister for Works,Wright1905,"Wright, Senator RC",1968-02-28,1969-11-12,,
Gorton,38,LIB-CP Coalition,Minister in charge of Aboriginal Affairs under the Prime Minister,Wentworth1907,"Wentworth, WC",1968-02-28,1969-11-12,1,
Gorton,38,LIB-CP Coalition,Minister assisting the Minister for Trade and Industry,Sinclair1929,"Sinclair, IMcC (CP)",1968-02-28,1969-11-12,1,
Gorton,38,LIB-CP Coalition,Minister in charge of Tourist Activities under the Minister for Trade and Industry,Wright1905,"Wright, Senator RC",1968-02-28,1969-11-12,1,
Gorton,38,LIB-CP Coalition,Minister assisting the Treasurer,Freeth1914,"Freeth, G",1968-02-28,1969-02-13,1,
Gorton,38,LIB-CP Coalition,Minister assisting the Treasurer,Swartz1911,"Swartz, RWC",1969-02-13,1969-11-12,1,
Gorton,39,LIB-CP Coalition,Prime Minister,Gorton1911,"Gorton, JG",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Deputy Prime Minister,McEwen1900,"McEwen, J (CP)",1969-11-12,1971-02-05,,
Gorton,39,LIB-CP Coalition,Deputy Prime Minister,Anthony1929,"Anthony, JD (CP)",1971-02-05,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Trade and Industry,McEwen1900,"McEwen, J (CP)",1969-11-12,1971-02-05,,
Gorton,39,LIB-CP Coalition,Minister for Trade and Industry,Anthony1929,"Anthony, JD (CP)",1971-02-05,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for External Affairs,McMahon1908,"McMahon, W",1969-11-12,1970-11-06,,
Gorton,39,LIB-CP Coalition,Minister for Foreign Affairs,McMahon1908,"McMahon, W",1970-11-06,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Primary Industry,Anthony1929,"Anthony, JD (CP)",1969-11-12,1971-02-05,,
Gorton,39,LIB-CP Coalition,Minister for Primary Industry,Sinclair1929,"Sinclair, IMcC (CP)",1971-02-05,1971-03-10,,
Gorton,39,LIB-CP Coalition,Postmaster-General,Hulme1907,"Hulme, AS",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Vice-President of Executive Council,Hulme1907,"Hulme, AS",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Treasurer,Bury1913,"Bury, LHE",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Shipping and Transport,Sinclair1929,"Sinclair, IMcC (CP)",1969-11-12,1971-02-05,,
Gorton,39,LIB-CP Coalition,Minister for Shipping and Transport,Nixon1928,"Nixon, PJ (CP)",1971-02-05,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Supply,Anderson1909,"Anderson, Senator KMcC",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Defence,Fraser1889,"Fraser, JM",1969-11-12,1971-03-08,,
Gorton,39,LIB-CP Coalition,Minister for National Development,Swartz1911,"Swartz, RWC",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Labour and National Service,Snedden1926,"Snedden, BM",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Education and Science,Bowen1911,"Bowen, NH",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for the Interior,Nixon1928,"Nixon, PJ (CP)",1969-11-12,1971-02-05,,
Gorton,39,LIB-CP Coalition,Minister for the Interior,Hunt1928,"Hunt, RJD (CP)",1971-02-05,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for External Territories,Barnes1901,"Barnes, CE (CP)",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Health,Forbes1923,"Forbes, AJ",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Housing,Rankin1908,"Rankin, Senator AJM",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Immigration,Lynch1933,"Lynch, PR",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Social Services,Wentworth1907,"Wentworth, WC",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Works,Wright1905,"Wright, Senator RC",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Civil Aviation,Cotton1915,"Cotton, Senator RC",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Customs and Excise,Chipp1925,"Chipp, DL",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Air,DrakeBrockman1919,"Drake-Brockman, Senator TC (CP)",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Attorney-General,Hughes1923,"Hughes, TEF",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for Repatriation,Holten1922,"Holten, RMcN (CP)",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for the Army,Peacock1939,"Peacock, AS",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister for the Navy,Killen1925,"Killen, DJ",1969-11-12,1971-03-10,,
Gorton,39,LIB-CP Coalition,Minister in charge of Aboriginal Affairs under the Prime Minister,Wentworth1907,"Wentworth, WC",1969-11-12,1971-03-10,1,
Gorton,39,LIB-CP Coalition,Minister assisting the Prime Minister,Peacock1939,"Peacock, AS",1969-11-12,1971-03-10,1,
Gorton,39,LIB-CP Coalition,Minister assisting the Minister for Trade and Industry,Sinclair1929,"Sinclair, IMcC (CP)",1969-11-12,1971-02-05,1,
Gorton,39,LIB-CP Coalition,Minister in charge of Tourist Activities under the Minister for Trade and Industry,Wright1905,"Wright, Senator RC",1969-11-12,1971-03-10,1,
Gorton,39,LIB-CP Coalition,Minister assisting the Treasurer,Lynch1933,"Lynch, PR",1969-11-12,1971-03-10,1,
McMahon,40,LIB-CP Coalition,Prime Minister,McMahon1908,"McMahon, W",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Foreign Affairs,McMahon1908,"McMahon, W",1971-03-10,1971-03-22,,
McMahon,40,LIB-CP Coalition,Minister for Foreign Affairs,Bury1913,"Bury, LHE",1971-03-22,1971-08-02,,
McMahon,40,LIB-CP Coalition,Minister for Foreign Affairs,Bowen1911,"Bowen, NH",1971-08-02,1972-12-05,,
McMahon,40,LIB-CP Coalition,Deputy Prime Minister,Anthony1929,"Anthony, JD (CP)",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Trade and Industry,Anthony1929,"Anthony, JD (CP)",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Defence,Gorton1911,"Gorton, JG",1971-03-10,1971-08-13,,
McMahon,40,LIB-CP Coalition,Minister for Defence,Fairbairn1917,"Fairbairn, DE",1971-08-13,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Primary Industry,Sinclair1929,"Sinclair, IMcC (CP)",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Postmaster-General,Hulme1907,"Hulme, AS",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Vice-President of Executive Council,Hulme1907,"Hulme, AS",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister administering the Department of Vice-President of Executive Council,Hulme1907,"Hulme, AS",1971-03-10,1971-05-30,,
McMahon,40,LIB-CP Coalition,Minister for Supply,Anderson1909,"Anderson, Senator KMcC",1971-03-10,1971-08-02,,
McMahon,40,LIB-CP Coalition,Minister for Supply,Garland1934,"Garland, RV",1971-08-02,1972-12-05,,
McMahon,40,LIB-CP Coalition,Treasurer,Bury1913,"Bury, LHE",1971-03-10,1971-03-22,,
McMahon,40,LIB-CP Coalition,Treasurer,Snedden1926,"Snedden, BM",1971-03-22,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for National Development,Swartz1911,"Swartz, RWC",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Shipping and Transport,Nixon1928,"Nixon, PJ (CP)",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Labour and National Service,Snedden1926,"Snedden, BM",1971-03-10,1971-03-22,,
McMahon,40,LIB-CP Coalition,Minister for Labour and National Service,Lynch1933,"Lynch, PR",1971-03-22,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Education and Science,Bowen1911,"Bowen, NH",1971-03-10,1971-03-22,,
McMahon,40,LIB-CP Coalition,Minister for Education and Science,Fairbairn1917,"Fairbairn, DE",1971-03-22,1971-08-20,,
McMahon,40,LIB-CP Coalition,Minister for Education and Science,Fraser1889,"Fraser, JM",1971-08-20,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for External Territories,Barnes1901,"Barnes, CE (CP)",1971-03-10,1972-01-25,,
McMahon,40,LIB-CP Coalition,Minister for External Territories,Peacock1939,"Peacock, AS",1972-02-02,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Health,Forbes1923,"Forbes, AJ",1971-03-10,1971-03-22,,
McMahon,40,LIB-CP Coalition,Minister for Health,Greenwood1926,"Greenwood, Senator IJ",1971-03-22,1971-08-02,,
McMahon,40,LIB-CP Coalition,Minister for Health,Anderson1909,"Anderson, Senator KMcC",1971-08-02,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Housing,Rankin1908,"Rankin, Senator AJM",1971-03-10,1971-03-22,,
McMahon,40,LIB-CP Coalition,Minister for Housing,Cairns1929,"Cairns, KMK",1971-03-22,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Immigration,Lynch1933,"Lynch, PR",1971-03-10,1971-03-22,,
McMahon,40,LIB-CP Coalition,Minister for Immigration,Forbes1923,"Forbes, AJ",1971-03-22,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Social Services,Wentworth1907,"Wentworth, WC",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Works,Wright1905,"Wright, Senator RC",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Civil Aviation,Cotton1915,"Cotton, Senator RC",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Customs and Excise,Chipp1925,"Chipp, DL",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Air,DrakeBrockman1919,"Drake-Brockman, Senator TC (CP)",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Attorney-General,Hughes1923,"Hughes, TEF",1971-03-10,1971-03-22,,
McMahon,40,LIB-CP Coalition,Attorney-General,Bowen1911,"Bowen, NH",1971-03-22,1971-08-02,,
McMahon,40,LIB-CP Coalition,Attorney-General,Greenwood1926,"Greenwood, Senator IJ",1971-08-02,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for Repatriation,Holten1922,"Holten, RMcN (CP)",1971-03-10,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for the Army,Peacock1939,"Peacock, AS",1971-03-10,1972-02-02,,
McMahon,40,LIB-CP Coalition,Minister for the Army,Katter1918,"Katter, RC (CP)",1972-02-02,1972-12-05,,
McMahon,40,LIB-CP Coalition,Minister for the Navy,Killen1925,"Killen, DJ",1971-03-10,1971-03-22,,
McMahon,40,LIB-CP Coalition,Minister for the Navy,Mackay1919,"Mackay, MG",1971-03-22,1972-12-05,,
